Jul  5 23:38:16 node7 kernel: imklog 5.8.6, log source = /proc/kmsg started.
Jul  5 23:38:16 node7 rsyslogd: [origin software="rsyslogd" swVersion="5.8.6" x-pid="962" x-info="http://www.rsyslog.com"] start
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's groupid changed to 103
Jul  5 23:38:16 node7 rsyslogd: rsyslogd's userid changed to 101
Jul  5 23:38:16 node7 rsyslogd-2039: Could not open output pipe '/dev/xconsole' [try http://www.rsyslog.com/e/2039 ]
Jul  5 23:38:16 node7 kernel: [    5.302228] EDAC sbridge: Seeking for: dev 0c.6 PCI ID 8086:3cf4
Jul  5 23:38:16 node7 kernel: [    5.302231] EDAC sbridge: Seeking for: dev 0c.6 PCI ID 8086:3cf4
Jul  5 23:38:16 node7 kernel: [    5.302233] EDAC sbridge: Seeking for: dev 0c.7 PCI ID 8086:3cf6
Jul  5 23:38:16 node7 kernel: [    5.302235] EDAC sbridge: Seeking for: dev 0c.7 PCI ID 8086:3cf6
Jul  5 23:38:16 node7 kernel: [    5.302237] EDAC sbridge: Seeking for: dev 0d.6 PCI ID 8086:3cf5
Jul  5 23:38:16 node7 kernel: [    5.302239] EDAC sbridge: Seeking for: dev 0d.6 PCI ID 8086:3cf5
Jul  5 23:38:16 node7 kernel: [    5.302285] EDAC MC0: Giving out device to 'sbridge_edac.c' 'Sandy Bridge Socket#0': DEV 0000:7f:0e.0
Jul  5 23:38:16 node7 kernel: [    5.302287] EDAC sbridge: Driver loaded.
Jul  5 23:38:16 node7 kernel: [    5.322348] [drm] Initialized drm 1.1.0 20060810
Jul  5 23:38:16 node7 kernel: [    5.347592] mei 0000:00:16.0: setting latency timer to 64
Jul  5 23:38:16 node7 kernel: [    5.347640] mei 0000:00:16.0: irq 76 for MSI/MSI-X
Jul  5 23:38:16 node7 kernel: [    5.362160] input: HP WMI hotkeys as /devices/virtual/input/input2
Jul  5 23:38:16 node7 kernel: [    5.466252] [drm] nouveau 0000:05:00.0: Detected an NVc0 generation card (0x0c1c00a1)
Jul  5 23:38:16 node7 kernel: [    5.466886] checking generic (e9000000 1e0000) vs hw (e0000000 8000000)
Jul  5 23:38:16 node7 kernel: [    5.466887] checking generic (e9000000 1e0000) vs hw (e8000000 2000000)
Jul  5 23:38:16 node7 kernel: [    5.466888] fb: conflicting fb hw usage nouveaufb vs EFI VGA - removing generic driver
Jul  5 23:38:16 node7 kernel: [    5.466900] Console: switching to colour dummy device 80x25
Jul  5 23:38:16 node7 kernel: [    5.469483] [drm] nouveau 0000:05:00.0: Checking PRAMIN for VBIOS
Jul  5 23:38:16 node7 kernel: [    5.520964] [drm] nouveau 0000:05:00.0: ... appears to be valid
Jul  5 23:38:16 node7 kernel: [    5.520967] [drm] nouveau 0000:05:00.0: Using VBIOS from PRAMIN
Jul  5 23:38:16 node7 kernel: [    5.520968] [drm] nouveau 0000:05:00.0: BIT BIOS found
Jul  5 23:38:16 node7 kernel: [    5.520970] [drm] nouveau 0000:05:00.0: Bios version 70.08.88.00
Jul  5 23:38:16 node7 kernel: [    5.520971] [drm] nouveau 0000:05:00.0: TMDS table version 2.0
Jul  5 23:38:16 node7 kernel: [    5.521128] [drm] nouveau 0000:05:00.0: MXM: no VBIOS data, nothing to do
Jul  5 23:38:16 node7 kernel: [    5.521130] [drm] nouveau 0000:05:00.0: DCB version 4.0
Jul  5 23:38:16 node7 kernel: [    5.521131] [drm] nouveau 0000:05:00.0: DCB outp 00: 02000300 00000000
Jul  5 23:38:16 node7 kernel: [    5.521132] [drm] nouveau 0000:05:00.0: DCB outp 01: 01000302 00020030
Jul  5 23:38:16 node7 kernel: [    5.521133] [drm] nouveau 0000:05:00.0: DCB outp 02: 028113a6 0f220010
Jul  5 23:38:16 node7 kernel: [    5.521134] [drm] nouveau 0000:05:00.0: DCB outp 03: 02011362 00020010
Jul  5 23:38:16 node7 kernel: [    5.521135] [drm] nouveau 0000:05:00.0: DCB conn 00: 00001030
Jul  5 23:38:16 node7 kernel: [    5.521136] [drm] nouveau 0000:05:00.0: DCB conn 01: 00010146
Jul  5 23:38:16 node7 kernel: [    5.521139] [drm] nouveau 0000:05:00.0: Parsing VBIOS init table 0 at offset 0x6BC4
Jul  5 23:38:16 node7 kernel: [    5.527707] kvm: disabled by bios
Jul  5 23:38:16 node7 kernel: [    5.535408] snd_hda_intel 0000:00:1b.0: enabling device (0100 -> 0102)
Jul  5 23:38:16 node7 kernel: [    5.535461] snd_hda_intel 0000:00:1b.0: irq 77 for MSI/MSI-X
Jul  5 23:38:16 node7 kernel: [    5.541095] [drm] nouveau 0000:05:00.0: Parsing VBIOS init table 1 at offset 0x7220
Jul  5 23:38:16 node7 kernel: [    5.548076] [drm] nouveau 0000:05:00.0: Parsing VBIOS init table 2 at offset 0x84B5
Jul  5 23:38:16 node7 kernel: [    5.548077] [drm] nouveau 0000:05:00.0: Parsing VBIOS init table 3 at offset 0x84B9
Jul  5 23:38:16 node7 kernel: [    5.548118] [drm] nouveau 0000:05:00.0: Parsing VBIOS init table 4 at offset 0x85B3
Jul  5 23:38:16 node7 kernel: [    5.548119] [drm] nouveau 0000:05:00.0: Parsing VBIOS init table at offset 0x8618
Jul  5 23:38:16 node7 kernel: [    5.567952] [drm] nouveau 0000:05:00.0: 0x6AE5: Condition still not met after 20ms, skipping following opcodes
Jul  5 23:38:16 node7 kernel: [    5.570672] [TTM] Zone  kernel: Available graphics memory: 1980108 kiB
Jul  5 23:38:16 node7 kernel: [    5.570673] [TTM] Initializing pool allocator
Jul  5 23:38:16 node7 kernel: [    5.570676] [TTM] Initializing DMA pool allocator
Jul  5 23:38:16 node7 kernel: [    5.570682] [drm] nouveau 0000:05:00.0: Detected 512MiB VRAM (DDR3)
Jul  5 23:38:16 node7 kernel: [    5.576318] [drm] nouveau 0000:05:00.0: 512 MiB GART (aperture)
Jul  5 23:38:16 node7 kernel: [    5.582374] kvm: disabled by bios
Jul  5 23:38:16 node7 kernel: [    5.583378] [drm] Supports vblank timestamp caching Rev 1 (10.10.2010).
Jul  5 23:38:16 node7 kernel: [    5.583380] [drm] No driver support for vblank timestamp query.
Jul  5 23:38:16 node7 kernel: [    5.672846] hda_codec: ALC262: SKU not ready 0x411111f0
Jul  5 23:38:16 node7 kernel: [    5.678252] kvm: disabled by bios
Jul  5 23:38:16 node7 kernel: [    5.679420] input: HDA Intel PCH Line as /devices/pci0000:00/0000:00:1b.0/sound/card0/input3
Jul  5 23:38:16 node7 kernel: [    5.679474] input: HDA Intel PCH Front Mic as /devices/pci0000:00/0000:00:1b.0/sound/card0/input4
Jul  5 23:38:16 node7 kernel: [    5.679512] input: HDA Intel PCH Rear Mic as /devices/pci0000:00/0000:00:1b.0/sound/card0/input5
Jul  5 23:38:16 node7 kernel: [    5.679545] input: HDA Intel PCH Front Headphone as /devices/pci0000:00/0000:00:1b.0/sound/card0/input6
Jul  5 23:38:16 node7 kernel: [    5.679579] input: HDA Intel PCH Line Out as /devices/pci0000:00/0000:00:1b.0/sound/card0/input7
Jul  5 23:38:16 node7 kernel: [    5.763474] usbcore: registered new interface driver usbhid
Jul  5 23:38:16 node7 kernel: [    5.763476] usbhid: USB HID core driver
Jul  5 23:38:16 node7 kernel: [    5.777218] input: DELL Dell USB Wired Multimedia Keyboard as /devices/pci0000:00/0000:00:1d.0/usb2/2-1/2-1.1/2-1.1:1.0/input/input8
Jul  5 23:38:16 node7 kernel: [    5.777303] hid-generic 0003:413C:2112.0001: input,hidraw0: USB HID v1.10 Keyboard [DELL Dell USB Wired Multimedia Keyboard] on usb-0000:00:1d.0-1.1/input0
Jul  5 23:38:16 node7 kernel: [    5.778836] input: DELL Dell USB Wired Multimedia Keyboard as /devices/pci0000:00/0000:00:1d.0/usb2/2-1/2-1.1/2-1.1:1.1/input/input9
Jul  5 23:38:16 node7 kernel: [    5.778903] hid-generic 0003:413C:2112.0002: input,hidraw1: USB HID v1.10 Device [DELL Dell USB Wired Multimedia Keyboard] on usb-0000:00:1d.0-1.1/input1
Jul  5 23:38:16 node7 kernel: [    5.778978] input: DELL DELL USB Laser Mouse as /devices/pci0000:00/0000:00:1d.0/usb2/2-1/2-1.2/2-1.2:1.0/input/input10
Jul  5 23:38:16 node7 kernel: [    5.779055] hid-generic 0003:046D:C063.0003: input,hidraw2: USB HID v1.10 Mouse [DELL DELL USB Laser Mouse] on usb-0000:00:1d.0-1.2/input0
Jul  5 23:38:16 node7 kernel: [    5.783151] kvm: disabled by bios
Jul  5 23:38:16 node7 kernel: [    5.886353] kvm: disabled by bios
Jul  5 23:38:16 node7 kernel: [    5.901686] [drm] nouveau 0000:05:00.0: 3 available performance level(s)
Jul  5 23:38:16 node7 kernel: [    5.901690] [drm] nouveau 0000:05:00.0: 0: core 50MHz shader 101MHz memory 135MHz voltage 880mV
Jul  5 23:38:16 node7 kernel: [    5.901692] [drm] nouveau 0000:05:00.0: 1: core 405MHz shader 810MHz memory 324MHz voltage 900mV
Jul  5 23:38:16 node7 kernel: [    5.901694] [drm] nouveau 0000:05:00.0: 3: core 640MHz shader 1280MHz memory 800MHz voltage 990mV
Jul  5 23:38:16 node7 kernel: [    5.901697] [drm] nouveau 0000:05:00.0: c: core 405MHz shader 810MHz memory 324MHz voltage 930mV fanspeed 30%
Jul  5 23:38:16 node7 kernel: [    5.908061] [drm] nouveau 0000:05:00.0: MM: using COPY1 for buffer copies
Jul  5 23:38:16 node7 kernel: [    6.055024] [drm] nouveau 0000:05:00.0: allocated 1920x1080 fb: 0x120000, bo ffff8801192e5c00
Jul  5 23:38:16 node7 kernel: [    6.055062] fbcon: nouveaufb (fb0) is primary device
Jul  5 23:38:16 node7 kernel: [    6.055126] Console: switching to colour frame buffer device 240x67
Jul  5 23:38:16 node7 kernel: [    6.055146] fb0: nouveaufb frame buffer device
Jul  5 23:38:16 node7 kernel: [    6.055147] drm: registered panic notifier
Jul  5 23:38:16 node7 kernel: [    6.055150] [drm] Initialized nouveau 1.0.0 20120316 for 0000:05:00.0 on minor 0
Jul  5 23:38:16 node7 kernel: [    6.055178] snd_hda_intel 0000:05:00.1: enabling device (0100 -> 0102)
Jul  5 23:38:16 node7 kernel: [    6.055198] hda_intel: Disabling MSI
Jul  5 23:38:16 node7 kernel: [    6.055214] hda-intel: 0000:05:00.1: Handle VGA-switcheroo audio client
Jul  5 23:38:16 node7 kernel: [    6.502327] type=1400 audit(1373042291.443:2): apparmor="STATUS" operation="profile_load" name="/sbin/dhclient" pid=793 comm="apparmor_parser"
Jul  5 23:38:16 node7 kernel: [    6.502340] type=1400 audit(1373042291.443:3): apparmor="STATUS" operation="profile_replace" name="/sbin/dhclient" pid=809 comm="apparmor_parser"
Jul  5 23:38:16 node7 kernel: [    6.502534] type=1400 audit(1373042291.443:4): apparmor="STATUS" operation="profile_load" name="/usr/lib/NetworkManager/nm-dhcp-client.action" pid=793 comm="apparmor_parser"
Jul  5 23:38:16 node7 kernel: [    6.502548] type=1400 audit(1373042291.443:5): apparmor="STATUS" operation="profile_replace" name="/usr/lib/NetworkManager/nm-dhcp-client.action" pid=809 comm="apparmor_parser"
Jul  5 23:38:16 node7 kernel: [    6.502651] type=1400 audit(1373042291.443:6): apparmor="STATUS" operation="profile_load" name="/usr/lib/connman/scripts/dhclient-script" pid=793 comm="apparmor_parser"
Jul  5 23:38:16 node7 kernel: [    6.502665] type=1400 audit(1373042291.443:7): apparmor="STATUS" operation="profile_replace" name="/usr/lib/connman/scripts/dhclient-script" pid=809 comm="apparmor_parser"
Jul  5 23:38:16 node7 kernel: [    7.025000] input: HDA NVidia HDMI/DP,pcm=9 as /devices/pci0000:00/0000:00:02.0/0000:05:00.1/sound/card1/input11
Jul  5 23:38:16 node7 kernel: [    7.025115] input: HDA NVidia HDMI/DP,pcm=8 as /devices/pci0000:00/0000:00:02.0/0000:05:00.1/sound/card1/input12
Jul  5 23:38:16 node7 kernel: [    7.025224] input: HDA NVidia HDMI/DP,pcm=7 as /devices/pci0000:00/0000:00:02.0/0000:05:00.1/sound/card1/input13
Jul  5 23:38:16 node7 kernel: [    7.025360] input: HDA NVidia HDMI/DP,pcm=3 as /devices/pci0000:00/0000:00:02.0/0000:05:00.1/sound/card1/input14
Jul  5 23:38:16 node7 kernel: [    9.803258] EXT4-fs (sda2): re-mounted. Opts: errors=remount-ro
Jul  5 23:38:16 node7 bluetoothd[993]: Bluetooth daemon 4.98
Jul  5 23:38:16 node7 bluetoothd[993]: Starting SDP server
Jul  5 23:38:16 node7 modem-manager[990]: <info>  ModemManager (version 0.5.2.0) starting...
Jul  5 23:38:16 node7 kernel: [   11.897306] ppdev: user-space parallel port driver
Jul  5 23:38:16 node7 modem-manager[990]: <info>  Loaded plugin Option High-Speed
Jul  5 23:38:16 node7 avahi-daemon[1016]: Found user 'avahi' (UID 107) and group 'avahi' (GID 118).
Jul  5 23:38:16 node7 avahi-daemon[1016]: Successfully dropped root privileges.
Jul  5 23:38:16 node7 avahi-daemon[1016]: avahi-daemon 0.6.30 starting up.
Jul  5 23:38:16 node7 avahi-daemon[1016]: Successfully called chroot().
Jul  5 23:38:16 node7 avahi-daemon[1016]: Successfully dropped remaining capabilities.
Jul  5 23:38:16 node7 modem-manager[990]: <info>  Loaded plugin Huawei
Jul  5 23:38:16 node7 modem-manager[990]: <info>  Loaded plugin Option
Jul  5 23:38:16 node7 avahi-daemon[1016]: Loading service file /services/udisks.service.
Jul  5 23:38:16 node7 avahi-daemon[1016]: Network interface enumeration completed.
Jul  5 23:38:16 node7 avahi-daemon[1016]: Registering HINFO record with values 'X86_64'/'LINUX'.
Jul  5 23:38:16 node7 avahi-daemon[1016]: Server startup complete. Host name is node7.local. Local service cookie is 1234798738.
Jul  5 23:38:16 node7 avahi-daemon[1016]: Service "node7" (/services/udisks.service) successfully established.
Jul  5 23:38:16 node7 modem-manager[990]: <info>  Loaded plugin X22X
Jul  5 23:38:16 node7 modem-manager[990]: <info>  Loaded plugin Nokia
Jul  5 23:38:16 node7 modem-manager[990]: <info>  Loaded plugin AnyData
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Linktop
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Ericsson MBM
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Novatel
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Gobi
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin ZTE
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin SimTech
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Wavecom
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Samsung
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Sierra
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Generic
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin Longcheer
Jul  5 23:38:17 node7 modem-manager[990]: <info>  Loaded plugin MotoC
Jul  5 23:38:17 node7 modem-manager[990]: <info>  (ttyS4) opening serial port...
Jul  5 23:38:17 node7 kernel: [   12.194079] type=1400 audit(1373042297.139:8): apparmor="STATUS" operation="profile_load" name="/usr/lib/cups/backend/cups-pdf" pid=1014 comm="apparmor_parser"
Jul  5 23:38:17 node7 kernel: [   12.194349] type=1400 audit(1373042297.139:9): apparmor="STATUS" operation="profile_load" name="/usr/sbin/cupsd" pid=1014 comm="apparmor_parser"
Jul  5 23:38:17 node7 kernel: [   12.310433] Bluetooth: Core ver 2.16
Jul  5 23:38:17 node7 kernel: [   12.310443] NET: Registered protocol family 31
Jul  5 23:38:17 node7 kernel: [   12.310444] Bluetooth: HCI device and connection manager initialized
Jul  5 23:38:17 node7 kernel: [   12.310445] Bluetooth: HCI socket layer initialized
Jul  5 23:38:17 node7 kernel: [   12.310446] Bluetooth: L2CAP socket layer initialized
Jul  5 23:38:17 node7 kernel: [   12.310448] Bluetooth: SCO socket layer initialized
Jul  5 23:38:17 node7 bluetoothd[993]: Failed to init alert plugin
Jul  5 23:38:17 node7 bluetoothd[993]: Failed to init time plugin
Jul  5 23:38:17 node7 bluetoothd[993]: Failed to init proximity plugin
Jul  5 23:38:17 node7 bluetoothd[993]: Failed to init gatt_example plugin
Jul  5 23:38:17 node7 kernel: [   12.476501] Bluetooth: BNEP (Ethernet Emulation) ver 1.3
Jul  5 23:38:17 node7 kernel: [   12.476503] Bluetooth: BNEP filters: protocol multicast
Jul  5 23:38:17 node7 kernel: [   12.494631] Bluetooth: RFCOMM TTY layer initialized
Jul  5 23:38:17 node7 kernel: [   12.494634] Bluetooth: RFCOMM socket layer initialized
Jul  5 23:38:17 node7 kernel: [   12.494635] Bluetooth: RFCOMM ver 1.11
Jul  5 23:38:17 node7 NetworkManager[1026]: <info> NetworkManager (version 0.9.4.0) is starting...
Jul  5 23:38:17 node7 NetworkManager[1026]: <info> Read config file /etc/NetworkManager/NetworkManager.conf
Jul  5 23:38:17 node7 NetworkManager[1026]: <info> VPN: loaded org.freedesktop.NetworkManager.pptp
Jul  5 23:38:17 node7 NetworkManager[1026]: <info> DNS: loaded plugin dnsmasq
Jul  5 23:38:17 node7 dbus[973]: [system] Activating service name='org.freedesktop.PolicyKit1' (using servicehelper)
Jul  5 23:38:18 node7 polkitd[1030]: started daemon version 0.104 using authority implementation `local' version `0.104'
Jul  5 23:38:18 node7 dbus[973]: [system] Successfully activated service 'org.freedesktop.PolicyKit1'
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: init!
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: update_system_hostname
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPluginIfupdown: management mode: unmanaged
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: devices added (path: /sys/devices/pci0000:00/0000:00:19.0/net/eth0, iface: eth0)
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: device added (path: /sys/devices/pci0000:00/0000:00:19.0/net/eth0, iface: eth0): no ifupdown configuration found.
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: devices added (path: /sys/devices/virtual/net/lo, iface: lo)
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: device added (path: /sys/devices/virtual/net/lo, iface: lo): no ifupdown configuration found.
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: end _init.
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> Loaded plugin ifupdown: (C) 2008 Canonical Ltd.  To report bugs please use the NetworkManager mailing list.
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> Loaded plugin keyfile: (c) 2007 - 2010 Red Hat, Inc.  To report bugs please use the NetworkManager mailing list.
Jul  5 23:38:18 node7 NetworkManager[1026]:    Ifupdown: get unmanaged devices count: 0
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: (32775984) ... get_connections.
Jul  5 23:38:18 node7 NetworkManager[1026]:    SCPlugin-Ifupdown: (32775984) ... get_connections (managed=false): return empty list.
Jul  5 23:38:18 node7 NetworkManager[1026]:    Ifupdown: get unmanaged devices count: 0
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> modem-manager is now available
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> monitoring kernel firmware directory '/lib/firmware'.
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> WiFi enabled by radio killswitch; enabled by state file
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> WWAN enabled by radio killswitch; enabled by state file
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> WiMAX enabled by radio killswitch; enabled by state file
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> Networking is enabled by state file
Jul  5 23:38:18 node7 NetworkManager[1026]: <warn> failed to allocate link cache: (-10) Operation not supported
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): carrier is OFF
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): new Ethernet device (driver: 'e1000e' ifindex: 2)
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): exported as /org/freedesktop/NetworkManager/Devices/0
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): now managed
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): device state change: unmanaged -> unavailable (reason 'managed') [10 20 2]
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): bringing up device.
Jul  5 23:38:18 node7 kernel: [   13.518357] e1000e 0000:00:19.0: irq 73 for MSI/MSI-X
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): preparing device.
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> (eth0): deactivating device (reason 'managed') [2]
Jul  5 23:38:18 node7 NetworkManager[1026]: <info> Added default wired connection 'Wired connection 1' for /sys/devices/pci0000:00/0000:00:19.0/net/eth0
Jul  5 23:38:18 node7 kernel: [   13.621566] e1000e 0000:00:19.0: irq 73 for MSI/MSI-X
Jul  5 23:38:18 node7 kernel: [   13.621917] IPv6: ADDRCONF(NETDEV_UP): eth0: link is not ready
Jul  5 23:38:18 node7 kernel: [   13.622095] IPv6: ADDRCONF(NETDEV_UP): eth0: link is not ready
Jul  5 23:38:18 node7 kernel: [   13.643489] type=1400 audit(1373042298.587:10): apparmor="STATUS" operation="profile_replace" name="/sbin/dhclient" pid=1057 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.643710] type=1400 audit(1373042298.587:11): apparmor="STATUS" operation="profile_replace" name="/usr/lib/NetworkManager/nm-dhcp-client.action" pid=1057 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.643831] type=1400 audit(1373042298.587:12): apparmor="STATUS" operation="profile_replace" name="/usr/lib/connman/scripts/dhclient-script" pid=1057 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.644127] type=1400 audit(1373042298.587:13): apparmor="STATUS" operation="profile_replace" name="/usr/lib/cups/backend/cups-pdf" pid=1061 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.644437] type=1400 audit(1373042298.587:14): apparmor="STATUS" operation="profile_replace" name="/usr/sbin/cupsd" pid=1061 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.674232] type=1400 audit(1373042298.619:15): apparmor="STATUS" operation="profile_load" name="/usr/lib/lightdm/lightdm/lightdm-guest-session-wrapper" pid=1056 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.679062] type=1400 audit(1373042298.623:16): apparmor="STATUS" operation="profile_load" name="/usr/sbin/tcpdump" pid=1063 comm="apparmor_parser"
Jul  5 23:38:18 node7 kernel: [   13.692255] type=1400 audit(1373042298.635:17): apparmor="STATUS" operation="profile_load" name="/usr/lib/telepathy/mission-control-5" pid=1060 comm="apparmor_parser"
Jul  5 23:38:19 node7 cron[1098]: (CRON) INFO (pidfile fd = 3)
Jul  5 23:38:19 node7 anacron[1115]: Anacron 2.3 started on 2013-07-05
Jul  5 23:38:19 node7 acpid: starting up with proc fs
Jul  5 23:38:19 node7 anacron[1115]: Will run job `cron.daily' in 5 min.
Jul  5 23:38:19 node7 anacron[1115]: Will run job `cron.weekly' in 10 min.
Jul  5 23:38:19 node7 anacron[1115]: Will run job `cron.monthly' in 15 min.
Jul  5 23:38:19 node7 anacron[1115]: Jobs will be executed sequentially
